name,iata_code,iso_region,type
Astypalaia Airport,JTY,GR-81,small_airport
Aktion National Airport,PVK,GR-34,medium_airport
Diagoras Airport,RHO,GR-81,medium_airport
Araxos Airport,GPA,GR-13,medium_airport
Chania International Airport,CHQ,GR-94,medium_airport
Skiathos Island National Airport,JSI,GR-43,medium_airport
Samos Airport,SMI,GR-84,medium_airport
Syros Airport,JSY,GR-82,small_airport
Sparti Airport,SPJ,GR-16,small_airport
Santorini Airport,JTR,GR-82,medium_airport
Sitia Airport,JSH,GR-92,medium_airport
Skiros Airport,SKU,GR-04,small_airport
Thessaloniki Macedonia International Airport,SKG,GR-54,large_airport
"Zakynthos International Airport ""Dionysios Solomos""",ZTH,GR-21,medium_airport
Budapest Liszt Ferenc International Airport,BUD,HU-PE,large_airport
Debrecen International Airport,DEB,HU-HB,medium_airport
Miskolc Airport,MCQ,HU-BZ,small_airport
Lehu Airport,LHP,PG-NSB,closed
PÃ©cs-PogÃ¡ny Airport,PEV,HU-BA,medium_airport
HÃ©vÃ­zâBalaton Airport,SOB,HU-ZA,medium_airport
TaszÃ¡r Air Base,TZR,HU-SO,medium_airport
L'AquilaâPreturo Airport,QAQ,IT-65,small_airport
Crotone Airport,CRV,IT-78,medium_airport
Bari Karol WojtyÅa Airport,BRI,IT-75,large_airport
"Foggia ""Gino Lisa"" Airport",FOG,IT-75,medium_airport
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",TAR,IT-75,medium_airport
Lecce Galatina Air Base,LCC,IT-75,medium_airport
Pescara International Airport,PSR,IT-65,medium_airport
Brindisi â Salento Airport,BDS,IT-75,medium_airport
Lamezia Terme Airport,SUF,IT-78,medium_airport
Comiso Airport,CIY,IT-82,medium_airport
Catania-Fontanarossa Airport,CTA,IT-82,large_airport
Lampedusa Airport,LMP,IT-82,medium_airport
Pantelleria Airport,PNL,IT-82,medium_airport
FalconeâBorsellino Airport,PMO,IT-82,large_airport
Reggio Calabria Airport,REG,IT-78,medium_airport
Vincenzo Florio Airport Trapani-Birgi,TPS,IT-82,medium_airport
Sigonella Navy Air Base,NSY,IT-82,medium_airport
Belluno Airport,BLX,IT-34,small_airport
Cortina Airport,CDF,IT-34,closed
Ravenna Airport,RAN,IT-45,small_airport
Alghero-Fertilia Airport,AHO,IT-88,medium_airport
Decimomannu Air Base,DCI,IT-88,medium_airport
Cagliari Elmas Airport,CAG,IT-88,large_airport
Olbia Costa Smeralda Airport,OLB,IT-88,medium_airport
Oristano-Fenosu Airport,FNU,IT-88,small_airport
TortolÃ¬ Airport,TTB,IT-88,medium_airport
Malpensa International Airport,MXP,IT-25,large_airport
Milan Bergamo Airport,BGY,IT-25,large_airport
Turin Airport,TRN,IT-21,large_airport
Villanova D'Albenga International Airport,ALL,IT-42,medium_airport
Genoa Cristoforo Colombo Airport,GOA,IT-42,large_airport
Milano Linate Airport,LIN,IT-25,large_airport
Parma Airport,PMF,IT-45,medium_airport
Aosta Airport,AOT,IT-23,medium_airport
Cuneo International Airport,CUF,IT-21,medium_airport
Aviano Air Base,AVB,IT-36,medium_airport
Bolzano Airport,BZO,IT-32,medium_airport
Udine-Campoformido Air Base,UDN,IT-36,small_airport
Bologna Guglielmo Marconi Airport,BLQ,IT-45,large_airport
Treviso-Sant'Angelo Airport,TSF,IT-34,large_airport
ForlÃ¬ Airport,FRL,IT-45,medium_airport
Brescia Airport,VBS,IT-25,medium_airport
TriesteâFriuli Venezia Giulia Airport,TRS,IT-36,medium_airport
Federico Fellini International Airport,RMI,IT-45,medium_airport
Vicenza Airport,VIC,IT-34,closed
Padova Airport,QPA,IT-34,medium_airport
Verona Villafranca Airport,VRN,IT-34,large_airport
Ancona Falconara Airport,AOI,IT-57,medium_airport
Venice Marco Polo Airport,VCE,IT-34,large_airport
Lucca-Tassignano Airport,LCV,IT-52,small_airport
Rieti Airport,QRT,IT-62,small_airport
Siena-Ampugnano Airport,SAY,IT-52,medium_airport
Sarzana-Luni Air Base,QLP,IT-42,medium_airport
CiampinoâG. B. Pastine International Airport,CIA,IT-62,large_airport
Leonardo da VinciâFiumicino Airport,FCO,IT-62,large_airport
Salerno Costa d'Amalfi Airport,QSR,IT-72,medium_airport
Marina Di Campo Airport,EBA,IT-52,medium_airport
Latina Air Base,QLT,IT-62,medium_airport
Naples International Airport,NAP,IT-72,large_airport
Pisa International Airport,PSA,IT-52,large_airport
Peretola Airport,FLR,IT-52,medium_airport
Grosseto Air Base,GRS,IT-52,medium_airport
Perugia San Francesco d'Assisi â Umbria International Airport,PEG,IT-55,medium_airport
Ljubljana JoÅ¾e PuÄnik Airport,LJU,SI-061,large_airport
Maribor Airport,MBX,SI-070,medium_airport
Portoroz Airport,POW,SI-090,medium_airport
Lekana Airport,LKC,CG-14,small_airport
HoleÅ¡ov Airport,GTW,CZ-ZL,closed
Kunovice Airport,UHE,CZ-ZL,medium_airport
Karlovy Vary International Airport,KLV,CZ-KA,medium_airport
MariÃ¡nskÃ© LÃ¡znÄ Airport,MKA,CZ-KA,small_airport
Ostrava Leos JanÃ¡Äek Airport,OSR,CZ-MO,medium_airport
Olomouc Airport,OLO,CZ-OL,small_airport
Pardubice Airport,PED,CZ-PA,medium_airport
PÅerov Air Base,PRV,CZ-OL,medium_airport
VÃ¡clav Havel Airport Prague,PRG,CZ-PR,large_airport
Brno-TuÅany Airport,BRQ,CZ-JM,medium_airport
Vodochody Airport,VOD,CZ-ST,medium_airport
Zabreh Ostrava Airport,ZBE,CZ-MO,small_airport
Ben Gurion International Airport,TLV,IL-M,large_airport
Beersheba (Teyman) Airport,BEV,IL-D,small_airport
Ramon Airport,ETM,IL-D,medium_airport
Eilat Airport,ETH,IL-D,closed
Ein Yahav Airfield,EIY,IL-D,small_airport
Reginaldo Hammer Airport,LLH,HN-CR,small_airport
Haifa International Airport,HFA,IL-HA,medium_airport
Ben Ya'akov Airport,RPN,IL-Z,medium_airport
Kiryat Shmona Airport,KSW,IL-Z,small_airport
Lissadell Airport,LLL,AU-WA,small_airport
Bar Yehuda Airfield,MTZ,IL-D,medium_airport
Nevatim Air Base,VTM,IL-D,medium_airport
Ovda International Airport,VDA,IL-D,large_airport
Ramon Air Base,MIP,IL-D,medium_airport
Sde Dov Airport,SDV,IL-TA,closed
Yotvata Airfield,YOT,IL-D,small_airport
La Macarena Airport,LMC,CO-MET,small_airport
Xewkija Heliport,GZM,MT-62,heliport
Malta International Airport,MLA,MT-25,large_airport
Palma Airport,LMZ,MZ-P,small_airport
Lengbati Airport,LNC,PG-MPL,small_airport
Munbil Airport,LNF,PG-SAN,small_airport
Langimar Airport,LNM,PG-MPL,small_airport
Monaco Heliport,MCM,MC-U-A,heliport
Loani Airport,LNQ,PG-MBA,closed
Loen Airport,LOF,MH-NMU,closed
Hohenems-Dornbirn Airfield,HOH,AT-8,small_airport
Francisco Primo de Verdad y Ramos Airport,LOM,MX-JAL,small_airport
Lowe AHP (Fort Rucker) Heliport,LOR,US-AL,heliport
Graz Airport,GRZ,AT-6,medium_airport
Innsbruck Airport,INN,AT-7,medium_airport
Klagenfurt Airport,KLU,AT-2,medium_airport
Linz HÃ¶rsching Airport,LNZ,AT-4,medium_airport
Salzburg Airport,SZG,AT-5,medium_airport
Vienna International Airport,VIE,AT-9,large_airport
Alverca Air Base,AVR,PT-11,medium_airport
Santa Maria Airport,SMA,PT-20,medium_airport
BraganÃ§a Airport,BGC,PT-04,medium_airport
Beja Airport / Airbase,BYJ,PT-02,medium_airport
Braga Municipal Aerodrome,BGZ,PT-03,medium_airport
Aerodromo de Chaves,CHV,PT-17,small_airport
Corvo Airport,CVU,PT-20,small_airport
Cascais Airport,CAT,PT-11,medium_airport
Flores Airport,FLW,PT-20,medium_airport
Faro Airport,FAO,PT-08,large_airport
Graciosa Airport,GRW,PT-20,medium_airport
Horta Airport,HOR,PT-20,medium_airport
Lajes Airport,TER,PT-20,large_airport
Madeira Airport,FNC,PT-30,medium_airport
Monte Real Air Base,QLR,PT-10,medium_airport
JoÃ£o Paulo II Airport,PDL,PT-20,large_airport
Pico Airport,PIX,PT-20,medium_airport
Francisco de SÃ¡ Carneiro Airport,OPO,PT-13,large_airport
Porto Santo Airport,PXO,PT-30,medium_airport
Humberto Delgado Airport (Lisbon Portela Airport),LIS,PT-11,large_airport
Sines Airport,SIE,PT-15,closed
SÃ£o Jorge Airport,SJZ,PT-20,medium_airport
Vila Real Airport,VRL,PT-17,medium_airport
Aerodromo Goncalves Lobato (Viseu Airport),VSE,PT-18,medium_airport
Banja Luka International Airport,BNX,BA-SRP,medium_airport
Mostar International Airport,OMO,BA-BIH,medium_airport
Sarajevo International Airport,SJJ,BA-BIH,large_airport
Tuzla International Airport,TZL,BA-BIH,medium_airport
Arad International Airport,ARW,RO-AR,medium_airport
BacÄu Airport,BCM,RO-BC,medium_airport
MaramureÈ International Airport,BAY,RO-MM,medium_airport
BÄneasa International Airport,BBU,RO-B,medium_airport
Mihail KogÄlniceanu International Airport,CND,RO-CT,medium_airport
Cluj-Napoca International Airport,CLJ,RO-CJ,medium_airport
CaransebeÅ Airport,CSB,RO-CS,medium_airport
Craiova Airport,CRA,RO-DJ,medium_airport
IaÅi Airport,IAS,RO-IS,medium_airport
Sharpe AAF,LRO,US-CA,closed
Oradea International Airport,OMR,RO-BH,medium_airport
Henri CoandÄ International Airport,OTP,RO-B,large_airport
Sibiu International Airport,SBZ,RO-SB,medium_airport
Satu Mare Airport,SUJ,RO-SM,medium_airport
Suceava Stefan cel Mare Airport,SCV,RO-SV,medium_airport
Tulcea Airport,TCE,RO-TL,medium_airport
Transilvania TÃ¢rgu MureÅ International Airport,TGM,RO-MS,medium_airport
TimiÅoara Traian Vuia Airport,TSR,RO-TM,medium_airport
Geneva Cointrin International Airport,GVA,CH-GE,large_airport
Neuchatel Airport,QNC,CH-NE,small_airport
Sion Airport,SIR,CH-VS,medium_airport
Emmen Air Base,EML,CH-LU,medium_airport
Interlaken Air Base,ZIN,CH-BE,closed
Lugano Airport,LUG,CH-TI,medium_airport
Bern Belp Airport,BRN,CH-BE,medium_airport
Buochs Airport,BXO,CH-NW,small_airport
Ascona Airport,ACO,CH-TI,closed
Grenchen Airport,ZHI,CH-SO,medium_airport
ZÃ¼rich Airport,ZRH,CH-ZH,large_airport
Locarno Airport,ZJI,CH-TI,small_airport
St Gallen Altenrhein Airport,ACH,CH-SG,medium_airport
Samedan Airport,SMV,CH-GR,medium_airport
GÃ¶kÃ§eada Airport,GKD,TR-17,small_airport
EsenboÄa International Airport,ESB,TR-06,large_airport
Etimesgut Air Base,ANK,TR-06,medium_airport
Adana Airport,ADA,TR-01,large_airport
Ä°ncirlik Air Base,UAB,TR-01,medium_airport
Afyon Airport,AFY,TR-03,medium_airport
Antalya International Airport,AYT,TR-07,large_airport
Gaziantep International Airport,GZT,TR-27,large_airport
Kastamonu Airport,KFS,TR-37,small_airport
Konya Airport,KYA,TR-42,medium_airport
Amasya Merzifon Airport,MZH,TR-05,small_airport
Sivas Nuri DemiraÄ Airport,VAS,TR-58,small_airport
Zonguldak Airport,ONQ,TR-67,small_airport
Malatya ErhaÃ§ Airport,MLX,TR-44,medium_airport
Kayseri Erkilet Airport,ASR,TR-38,medium_airport
Tokat Airport,TJK,TR-60,medium_airport
Ãardak Airport,DNZ,TR-20,medium_airport
NevÅehir Kapadokya Airport,NAV,TR-50,small_airport
Latrobe Airport,LTB,AU-TAS,closed
AtatÃ¼rk International Airport,ISL,TR-34,large_airport
ÃÄ±ldÄ±r Airport,CII,TR-09,small_airport
Bursa Airport,BTZ,TR-16,small_airport
BalÄ±kesir Merkez Airport,BZI,TR-10,medium_airport
BandÄ±rma Airport,BDM,TR-10,medium_airport
Ãanakkale Airport,CKZ,TR-17,medium_airport
EskiÅehir Air Base,ESK,TR-26,medium_airport
Adnan Menderes International Airport,ADB,TR-35,large_airport
ÃiÄli Airport,IGL,TR-35,medium_airport
UÅak Airport,USQ,TR-64,small_airport
Cengiz Topel Airport,KCO,TR-41,medium_airport
Bursa YeniÅehir Airport,YEI,TR-16,medium_airport
Dalaman International Airport,DLM,TR-48,large_airport
TekirdaÄ Ãorlu Airport,TEQ,TR-59,medium_airport
ImsÄ±k Airport,BXN,TR-48,small_airport
Anadolu Airport,AOE,TR-26,medium_airport
Zafer Airport,KZR,TR-43,small_airport
ElazÄ±Ä Airport,EZS,TR-23,medium_airport
Diyarbakir Airport,DIY,TR-21,medium_airport
Erzincan Airport,ERC,TR-24,medium_airport
Erzurum International Airport,ERZ,TR-25,large_airport
Kars Airport,KSY,TR-36,medium_airport
Trabzon International Airport,TZX,TR-61,large_airport
ÅanlÄ±urfa Airport,SFQ,TR-63,medium_airport
Van Ferit Melen Airport,VAN,TR-65,medium_airport
Batman Airport,BAL,TR-72,medium_airport
MuÅ Airport,MSR,TR-49,medium_airport
Siirt Airport,SXZ,TR-56,medium_airport
Sinop Airport,NOP,TR-57,small_airport
KahramanmaraÅ Airport,KCM,TR-46,medium_airport
AÄrÄ± Airport,AJI,TR-04,medium_airport
AdÄ±yaman Airport,ADF,TR-02,medium_airport
Mardin Airport,MQM,TR-47,medium_airport
ÅanlÄ±urfa GAP Airport,GNY,TR-63,medium_airport
ÅÄ±rnak Åerafettin ElÃ§i Airport,NKT,TR-73,medium_airport
Hakkari YÃ¼ksekova Airport,YKO,TR-30,medium_airport
Hatay Airport,HTY,TR-31,medium_airport
Leitre Airport,LTF,PG-SAN,small_airport
SÃ¼leyman Demirel International Airport,ISE,TR-32,large_airport
BalÄ±kesir KÃ¶rfez Airport,EDO,TR-10,medium_airport
Milas Bodrum International Airport,BJV,TR-48,large_airport
Samsun ÃarÅamba Airport,SZF,TR-55,small_airport
Sabiha GÃ¶kÃ§en International Airport,SAW,TR-34,large_airport
Istanbul Airport,IST,TR-34,large_airport
GazipaÅa Airport,GZP,TR-07,medium_airport
Lathrop Wells Airport / Jackass Aeropark,LTH,US-NV,closed
BÄlÈi International Airport,BZY,MD-RS,medium_airport
ChiÅinÄu International Airport,KIV,MD-C,medium_airport
Lublin Airport,LUZ,PL-LU,medium_airport
Santana do Livramento Airport,LVB,BR-RS,closed
Yasser Arafat International Airport,GZA,PS-RFH,closed
Lebak Rural Airport,LWA,PH-SUK,small_airport
Ohrid St. Paul the Apostle Airport,OHD,MK-003,medium_airport
Skopje International Airport,SKP,MK-004,large_airport
Gibraltar Airport,GIB,GI-U-A,medium_airport
Brak Airport,BCQ,LY-SH,medium_airport
Martubah Airport,DNF,LY-DR,small_airport
Misratah Airport,MRA,LY-MI,small_airport
Ubari Airport,QUB,LY-WD,small_airport
Belgrade Nikola Tesla Airport,BEG,RS-00,large_airport
Berane Airport,IVG,ME-03,small_airport
Batajnica Air Base,BJY,RS-07,medium_airport
Morava Airport,KVO,RS-18,small_airport
Nis Airport,INI,RS-20,medium_airport
Cenej Airport,QND,RS-06,small_airport
Podgorica Airport,TGD,ME-16,large_airport
Tivat Airport,TIV,ME-19,medium_airport
M. R. Å tefÃ¡nik Airport,BTS,SK-BL,large_airport
KoÅ¡ice Airport,KSC,SK-KI,medium_airport
LuÄenec Airport,LUE,SK-BC,small_airport
PieÅ¡Å¥any Airport,PZY,SK-TA,medium_airport
PreÅ¡ov Air Base,POV,SK-PV,small_airport
SliaÄ Airport,SLD,SK-BC,medium_airport
Poprad-Tatry Airport,TAT,SK-KI,medium_airport
Å½ilina Airport,ILZ,SK-ZI,medium_airport
Drummond Airport,DRU,US-MT,small_airport
Goulimime Airport,GLN,MA-TIZ,small_airport
Ware Airport,UWA,US-MA,small_airport
Mamai Airport,MAP,PG-CPM,small_airport
JAGS McCartney International Airport,GDT,TC-GT,medium_airport
Middle Caicos Airport,MDS,TC-MC,small_airport
North Caicos Airport,NCA,TC-NC,medium_airport
Pine Cay Airport,PIC,TC-PN,small_airport
Providenciales Airport,PLS,TC-PR,medium_airport
South Caicos Airport,XSC,TC-SC,medium_airport
Salt Cay Airport,SLX,TC-SL,small_airport
Maria Montez International Airport,BRX,DO-04,medium_airport
Cabo Rojo Airport,CBJ,DO-16,medium_airport
SamanÃ¡ El Catey International Airport,AZS,DO-20,medium_airport
Constanza - ExpediciÃ³n 14 de Junio National Airport,COZ,DO-13,small_airport
Herrera Airport,HEX,DO-01,closed
La Isabela International Airport,JBQ,DO-01,medium_airport
Casa De Campo International Airport,LRM,DO-12,medium_airport
Punta Cana International Airport,PUJ,DO-11,large_airport
Samana El Portillo Airport,EPS,DO-20,small_airport
Gregorio Luperon International Airport,POP,DO-18,medium_airport
Medfra Airport,MDR,US-AK,small_airport
Las AmÃ©ricas International Airport,SDQ,DO-01,large_airport
San Juan Airport,SJM,DO-22,closed
Cibao International Airport,STI,DO-25,medium_airport
MÃ©douneu Airport,MDV,GQ-CS,small_airport
Loring International Airport,LIZ,US-ME,small_airport
Melfi Airport,MEF,TD-GR,small_airport
Ambohibary Airport,OHB,MG-A,small_airport
Doany Airport,DOA,MG-D,small_airport
Coban Airport,CBV,GT-AV,medium_airport
Carmelita Airport,CMM,GT-PE,small_airport
Coatepeque Airport,CTF,GT-QZ,small_airport
Margarima Airport,MGG,PG-SHM,closed
La Aurora Airport,GUA,GT-GU,large_airport
Huehuetenango Airport,HUG,GT-HU,small_airport
Matagorda Island Air Force Base,MGI,US-TX,closed
Melchor de Mencos Airport,MCR,GT-PE,small_airport
Manega Airport,MGO,GA-8,closed
Manga Airport,MGP,PG-NIK,small_airport
Puerto Barrios Airport,PBR,GT-IZ,medium_airport
PoptÃºn Airport,PON,GT-PE,small_airport
Santa Cruz del Quiche Airport,AQB,GT-QC,small_airport
Quezaltenango Airport,AAZ,GT-QZ,small_airport
Rubelsanto Airport,RUV,GT-AV,medium_airport
Las Vegas Airport,LCF,GT-IZ,small_airport
Retalhuleu Airport,RER,GT-RE,medium_airport
San JosÃ© Airport,GSJ,GT-ES,medium_airport
Mundo Maya International Airport,FRS,GT-PE,medium_airport
Ailuk Airport,AIM,MH-ALK,small_airport
Aur Island Airport,AUL,MH-AUR,small_airport
Enyu Airfield,BII,MH-BIK,small_airport
Ebadon Airport,EBN,MH-KWA,small_airport
Jabot Airport,JAT,MH-ALL,small_airport
Jeh Airport,JEJ,MH-ALL,small_airport
Kaben Airport,KBT,MH-MAL,small_airport
Likiep Airport,LIK,MH-LIK,small_airport
Lae Island Airport,LML,MH-LAE,small_airport
Maloelap Island Airport,MAV,MH-MAL,small_airport
Mejit Atoll Airport,MJB,MH-MEJ,small_airport
Majkin Airport,MJE,MH-NMU,small_airport
Namorik Atoll Airport,NDK,MH-NMK,small_airport
Rongelap Island Airport,RNP,MH-RON,small_airport
Tinak Airport,TIC,MH-ARN,small_airport
Jaluit Airport,UIT,MH-JAL,small_airport
Woja Airport,WJA,MH-ALL,small_airport
Wotje Atoll Airport,WTE,MH-WTJ,small_airport
Wotho Island Airport,WTO,MH-WTN,small_airport
Ahuas Airport,AHS,HN-GD,small_airport
Brus Laguna Airport,BHG,HN-GD,small_airport
Catacamas Airport,CAA,HN-OL,small_airport
Colon Airport,MRJ,HN-LP,closed
Carta Airport,LUI,HN-OL,small_airport
Coyoles Airport,CYL,HN-YO,small_airport
Cauquira Airport,CDD,HN-GD,small_airport
El ArrayÃ¡n Airport,OAN,HN-YO,small_airport
Celaque Airport,GAC,HN-LE,small_airport
Iriona Airport,IRN,HN-CL,small_airport
Jicalapa Airport,GUO,HN-OL,small_airport
Jutigalpa airport,JUT,HN-OL,small_airport
Goloson International Airport,LCE,HN-AT,medium_airport
La Esperanza Airport,LEZ,HN-IN,small_airport
RamÃ³n Villeda Morales International Airport,SAP,HN-CR,medium_airport
Hooker County Airport,MHN,US-NE,small_airport
La Laguna Airport,GJA,HN-IB,medium_airport
Palacios Airport,PCH,HN-GD,small_airport
Puerto Lempira Airport,PEU,HN-GD,small_airport
Juan Manuel Galvez International Airport,RTB,HN-IB,medium_airport
Santa Rosa de CopÃ¡n Airport,SDH,HN-CP,closed
CopÃ¡n Ruinas Airport,RUY,HN-CP,small_airport
Coronel Enrique Soto Cano Air Base,XPL,HN-CM,medium_airport
Tela Airport,TEA,HN-AT,medium_airport
ToncontÃ­n International Airport,TGU,HN-FM,medium_airport
Trujillo Airport,TJI,HN-CL,medium_airport
Sulaco Airport,SCD,HN-YO,small_airport
Utila Airport,UII,HN-IB,small_airport
Morehead Airport,MHY,PG-WPD,small_airport
Yoro Airport,ORO,HN-YO,small_airport
Mainoru Airstrip,MIZ,AU-NT,small_airport
Moki Airport,MJJ,PG-MPM,small_airport
Maganja da Costa Airport,MJS,MZ-Q,small_airport
Boscobel Aerodrome,OCJ,JM-05,medium_airport
Norman Manley International Airport,KIN,JM-01,large_airport
Sangster International Airport,MBJ,JM-08,medium_airport
Ken Jones Airport,POT,JM-04,medium_airport
Malekolon Airport,MKN,PG-NIK,small_airport
Negril Airport,NEG,JM-09,small_airport
Tinson Pen Airport,KTP,JM-02,medium_airport
Mili Island Airport,MIJ,MH-MIL,small_airport
Malalaua Airport,MLQ,PG-GPK,small_airport
Hinthada Airport,HEB,MM-07,small_airport
Cupul Airport,TZM,MX-YUC,small_airport
General Juan N Alvarez International Airport,ACA,MX-GRO,large_airport
Del Norte International Airport,NTR,MX-NLE,medium_airport
JesÃºs TerÃ¡n Paredo International Airport,AGU,MX-AGU,medium_airport
BahÃ­as de Huatulco International Airport,HUX,MX-OAX,medium_airport
Cananea National Airport,CNA,MX-SON,small_airport
General Mariano Matamoros Airport,CVJ,MX-MOR,medium_airport
Ciudad AcuÃ±a New International Airport,ACN,MX-COA,small_airport
Ciudad del Carmen International Airport,CME,MX-CAM,medium_airport
Nuevo Casas Grandes Airport,NCG,MX-CHH,small_airport
Bachigualato Federal International Airport,CUL,MX-SIN,medium_airport
Chetumal International Airport,CTM,MX-ROO,medium_airport
Ciudad ObregÃ³n International Airport,CEN,MX-SON,medium_airport
San Antonio Copalar Airport,CJT,MX-CHP,small_airport
Ingeniero Alberto AcuÃ±a Ongay International Airport,CPE,MX-CAM,medium_airport
Abraham GonzÃ¡lez International Airport,CJS,MX-CHH,medium_airport
Chichen Itza International Airport,CZA,MX-YUC,medium_airport
General Roberto Fierro Villalobos International Airport,CUU,MX-CHH,medium_airport
General Pedro Jose Mendez International Airport,CVM,MX-TAM,medium_airport
Captain Rogelio Castillo National Airport,CYW,MX-GUA,medium_airport
